Porosity,Permeability,Formation_Strength,Oil_Production_Rate,Water_Cut,Gas_Oil_Ratio,Reservoir_Pressure,Bottom_Hole_Pressure,Drawdown_Pressure,Sand_Grain_Size,Formation_Depth,Well_Age_Days,Completion_Type,Production_Rate_Change,Pressure_Decline_Rate,Sand_Production
0.14,2.21,7418.93,283.16,0.45,493.26,3639.56,3131.51,957.37,0.19,2422.97,3549.1284186077683,0,39.11,43.9,0
0.17,1.99,8096.61,561.9,0.3,1361.73,2695.8,3099.68,472.77,0.16,2838.19,587.2271351489751,1,103.48,57.24,0
0.2,2.03,8356.46,525.05,0.29,634.09,2940.54,1737.29,960.36,0.13,2836.71,2849.45427090922,1,-113.18,47.36,0
0.23,2.05,8966.58,618.91,0.29,660.78,3196.43,3154.02,618.65,0.16,2965.41,869.415819926951,0,50.03,78.02,0
0.17,3.22,4769.62,573.89,0.18,513.49,4154.46,3052.72,1025.07,0.17,2196.84,14.614108025334513,0,-20.31,60.41,0
0.28,50.0,6782.26,948.18,0.31,747.91,4662.54,2958.81,2042.52,0.19,2271.91,1564.3289124454543,1,-185.41,156.11,1
0.12,2.71,7110.8,735.97,0.32,590.59,2804.56,2559.18,794.55,0.13,2322.19,1349.848763073041,2,30.25,82.52,0
0.17,3.62,7471.18,708.18,0.37,482.71,3206.47,2567.95,720.55,0.16,3456.89,453.9374158824556,1,-31.81,41.6,0
0.18,16.36,9230.22,396.9,0.44,497.96,2974.56,3155.68,693.09,0.11,2952.18,1939.5938503600016,1,-79.53,57.37,0
0.26,7.81,8957.28,455.5,0.14,701.66,3115.08,2681.63,880.21,0.2,2495.78,3097.351941284009,0,-24.62,41.08,0
0.16,3.36,5477.05,458.0,0.27,1343.87,3734.74,2065.67,645.95,0.2,2654.54,438.5807371605375,0,44.19,46.14,0
0.29,42.92,9348.09,389.13,0.27,667.59,3668.26,2502.09,494.58,0.11,2346.24,2168.0362775509925,0,16.47,31.35,0
0.22,113.88,5709.96,957.07,0.56,1773.02,4183.86,2318.95,2680.77,0.23,1641.2,2550.7567835611417,1,-61.27,83.92,1
0.21,6.62,6366.96,402.21,0.19,836.3,2422.32,2778.56,874.48,0.12,2250.85,569.3155785372761,0,26.58,44.37,0
0.23,33.05,6455.58,305.76,0.19,788.64,4082.17,3270.09,932.16,0.11,2557.32,1693.545846578782,0,-11.46,51.41,0
0.16,8.32,8000.34,565.23,0.26,952.46,3888.66,2554.35,592.87,0.12,2007.08,291.2229462349992,1,98.12,43.8,0
0.22,14.26,9505.05,487.68,0.28,375.81,3883.69,2605.71,682.27,0.18,3234.59,2858.644154582213,1,-67.67,21.43,0
0.18,8.94,7859.59,536.93,0.38,1221.09,4041.35,2886.59,664.07,0.14,2669.78,2460.251508602406,0,-53.85,61.24,0
0.17,1.0,6950.6,559.2,0.47,938.07,4223.84,3126.5,816.06,0.2,1449.11,1440.6554950622178,0,8.01,34.55,0
0.15,3.04,7463.88,504.28,0.0,906.45,3716.22,3215.16,691.23,0.11,2442.41,310.5319504040501,0,-51.03,36.46,0
0.16,1.4,6032.68,641.56,0.35,821.62,3389.61,3433.36,674.23,0.12,2656.56,1744.1989970952652,1,8.09,62.88,0
0.21,5.98,7444.95,418.98,0.41,848.73,2808.39,1566.61,805.32,0.16,2590.7,1981.2409529692472,1,33.97,68.45,0
0.19,9.86,5112.11,502.68,0.26,401.84,4301.28,3235.19,875.97,0.13,2009.83,2182.277956123407,0,65.95,81.91,0
0.26,5.24,10034.16,506.16,0.25,353.98,4119.74,2286.17,848.91,0.13,2941.86,1450.4748523608005,0,54.9,25.99,0
0.17,2.45,6521.4,317.48,0.45,1080.44,3472.49,2261.67,691.25,0.05,2618.77,3039.325734844191,0,9.81,76.2,0
0.17,12.46,5473.99,579.82,0.0,947.25,3758.29,2275.33,671.27,0.15,2004.7,933.4101634300628,0,27.84,12.9,0
0.21,12.99,9610.01,268.46,0.34,857.53,3496.79,2437.35,183.3,0.14,1301.79,1711.1643450042643,0,74.98,60.54,0
0.15,5.0,7535.43,360.52,0.27,986.62,3087.03,2962.12,720.65,0.09,2568.13,1466.4445372476516,0,85.29,25.94,0
0.24,4.49,5776.4,568.28,0.57,297.63,3514.34,3441.19,661.36,0.15,2094.55,1155.576839945979,0,16.91,30.84,0
0.16,50.0,5279.26,385.98,0.64,586.68,3375.55,2705.18,816.65,0.38,2134.83,776.5516409400147,0,-81.78,104.4,1
0.18,9.24,6165.87,379.43,0.32,1539.98,3937.62,2075.71,1005.83,0.13,2649.0,3539.526490569553,2,-45.29,48.6,0
0.19,6.08,8311.88,375.88,0.3,593.53,3556.4,2666.61,513.26,0.16,1545.4,811.7005154860283,0,114.76,73.3,0
0.22,1.43,9160.32,541.61,0.19,1098.47,3393.66,2854.62,946.36,0.22,2235.01,3129.5015526181523,0,36.38,59.55,0
0.19,6.17,9163.51,664.61,0.3,1309.4,4448.94,2874.68,856.0,0.15,2514.53,2445.22068385003,0,22.62,37.87,0
0.21,6.97,8795.55,370.27,0.36,808.83,3202.47,2060.96,643.9,0.2,3036.54,1310.8885647197994,0,-36.8,49.74,0
0.38,50.0,3359.81,934.76,0.54,1451.78,4113.46,1912.47,1836.95,0.27,1993.05,1378.345219106464,2,-122.17,96.56,1
0.23,50.0,5587.57,635.08,0.55,1423.94,4690.03,2085.84,1518.8,0.24,2114.48,951.3678504670411,1,-116.8,109.39,1
0.29,1.02,10151.27,372.2,0.53,638.39,2746.69,2688.64,760.53,0.11,2571.14,3051.691960868485,0,20.43,14.32,0
0.16,1.66,9054.88,437.55,0.0,708.89,2879.19,2635.93,658.62,0.11,2546.68,1898.7882078430225,0,22.23,53.82,0
0.27,4.37,8855.88,536.44,0.15,784.34,3235.66,2106.81,488.64,0.1,2287.26,2674.348946563571,0,-21.25,63.43,0
0.19,10.91,7982.15,188.76,0.46,797.91,3921.78,1897.94,982.76,0.21,1845.65,3530.5708205099536,0,45.07,68.27,0
0.22,50.0,6941.62,548.83,0.53,1276.28,3399.5,2427.33,1737.55,0.31,582.9,3017.1187763695643,1,-79.36,94.3,1
0.35,50.0,6599.21,748.14,0.14,790.93,4272.33,1840.16,1330.77,0.2,1957.61,1852.3236316779648,0,-178.85,106.05,1
0.22,14.55,8322.39,426.68,0.29,679.37,3213.63,2890.91,682.7,0.11,2303.8,2061.9738660896146,2,-8.61,75.01,0
0.24,24.27,8878.28,432.91,0.6,816.42,3023.63,2879.29,906.36,0.12,1884.22,1926.4548561839235,0,-60.33,72.74,0
0.23,3.59,8288.93,289.9,0.28,490.16,3294.82,2679.84,416.44,0.19,2610.42,1812.2343493915,1,11.93,42.21,0
0.07,3.95,7939.69,439.16,0.05,875.71,4452.95,2705.69,515.74,0.16,3016.51,208.46568531491866,0,-81.18,64.77,0
0.22,1.3,7541.55,488.14,0.3,381.86,3264.27,3212.34,883.49,0.16,3275.62,255.1879554041128,0,46.76,25.9,0
0.2,50.0,5292.01,859.69,0.28,1523.92,3823.44,2552.11,1832.4,0.19,2130.83,930.7588669669635,1,-60.76,171.28,1
0.25,8.03,8631.87,618.55,0.48,1175.68,3801.03,3604.6,701.27,0.2,2238.35,1471.1791491926444,0,-49.76,33.39,0
0.24,11.44,8556.28,667.78,0.3,251.93,3722.95,3393.61,534.87,0.11,2136.61,1131.5921613199039,1,-23.15,42.05,0
0.08,1.57,8046.27,521.48,0.47,630.71,3838.71,2108.57,695.91,0.21,1774.22,269.7723448088699,1,44.18,41.24,0
0.11,1.84,7635.91,403.32,0.5,803.74,3600.01,2309.67,678.81,0.08,2689.75,3497.885718511424,1,-37.62,27.16,0
0.33,50.0,3827.02,1157.03,0.72,958.64,4003.92,2361.21,1098.91,0.22,1457.84,3293.2190965642703,0,-114.18,133.61,1
0.3,50.0,5476.86,976.52,0.3,1030.71,4426.17,2503.0,1492.69,0.32,1202.8,1583.07790711009,2,-115.87,137.25,1
0.19,5.75,10833.92,484.53,0.45,850.43,3309.37,3228.74,840.68,0.15,2152.85,1926.9496848517424,0,-7.97,38.19,0
0.1,10.86,9930.42,629.57,0.46,228.58,3081.26,2866.33,800.04,0.14,2479.41,1573.9525192360093,1,68.37,5.64,0
0.28,5.88,8875.57,813.09,0.43,951.55,3082.32,3173.3,509.26,0.18,2779.06,337.5366371852291,0,99.22,41.28,0
0.26,6.79,8773.49,597.81,0.39,963.33,3558.98,3319.92,853.34,0.13,2557.63,3097.774284583072,0,-21.04,50.62,0
0.19,26.18,8479.89,660.22,0.24,409.6,3852.05,2422.07,833.7,0.17,3136.69,2607.5539211451733,1,19.09,36.18,0
0.14,3.19,9942.72,271.23,0.54,788.03,2968.83,2849.12,381.72,0.16,2079.26,2647.9222701652775,1,-18.4,86.36,0
0.05,3.25,8342.72,649.69,0.17,415.46,3064.41,3043.26,738.7,0.12,2705.66,543.7221986739805,0,-32.27,26.42,0
0.15,10.98,10991.19,575.04,0.36,924.0,3582.0,3097.55,931.46,0.17,3371.71,3362.236425188055,0,-13.86,30.47,0
0.19,2.86,8518.12,331.99,0.3,411.51,3929.59,3445.23,837.79,0.15,2627.44,779.5728849924709,0,22.13,56.29,0
0.4,50.23,6049.21,1275.57,0.66,1816.36,4504.97,2415.77,1679.24,0.24,1789.51,2691.0696556338235,1,-133.62,87.49,1
0.21,1.0,5288.62,606.9,0.15,1006.11,4121.63,3135.19,574.86,0.18,2499.89,2762.15371972827,0,34.78,56.81,0
0.12,8.11,7977.58,520.83,0.23,499.12,3766.13,2632.3,970.97,0.16,2263.45,132.91150307871618,2,24.48,51.5,0
0.27,50.0,5175.22,1051.74,0.64,1365.35,3901.59,2132.67,1494.97,0.26,2476.99,1324.7726903367413,1,-70.42,143.8,1
0.3,50.0,4219.57,1072.62,0.75,1084.47,3098.76,2359.73,2069.73,0.2,1187.64,1851.4058138602834,1,-194.87,160.95,1
0.24,5.36,8302.61,558.81,0.34,760.35,4381.77,3356.62,579.78,0.2,1999.52,1541.7990949193716,0,-14.51,58.85,0
0.32,50.0,6503.29,1212.49,0.45,833.88,4651.89,2325.39,1705.24,0.28,2180.83,3503.1769140423385,1,-86.44,72.4,1
0.2,1.43,8182.22,465.37,0.26,432.26,3619.63,2714.41,789.5,0.12,1699.82,761.9538175156472,1,-9.82,107.79,0
0.22,6.46,8756.55,523.8,0.49,1141.59,4033.78,2251.35,1196.04,0.19,3769.52,1261.282616365704,0,7.09,33.31,0
0.19,3.5,5862.54,298.25,0.28,996.79,3184.63,3111.42,1064.88,0.13,1945.42,428.2672973981923,0,45.7,52.84,0
0.27,50.0,4474.47,384.2,0.36,375.28,3777.03,1778.36,920.46,0.27,1523.24,995.0161008619599,0,-177.07,130.68,1
0.15,50.0,5080.0,452.15,0.5,993.56,4440.07,2827.76,1580.59,0.21,3188.2,2412.6504968115805,1,-164.44,82.11,1
0.2,2.14,7399.82,658.56,0.28,700.83,1972.15,2767.78,529.1,0.15,2334.87,719.0483883317655,1,42.11,67.09,0
0.17,2.8,9784.46,406.44,0.14,831.2,4194.98,2720.12,546.74,0.14,2738.89,1453.2972407436996,2,-61.7,50.59,0
0.33,50.0,4988.94,897.59,0.27,681.04,3184.53,2809.17,1547.83,0.27,1955.15,3358.477721083813,1,-3.09,124.23,1
0.33,8.16,7017.01,430.21,0.19,1054.06,3817.25,2765.86,407.45,0.16,2670.7,1322.21796985955,0,-107.68,36.74,0
0.31,2.02,5434.74,413.1,0.52,701.29,3049.5,2480.42,758.07,0.16,2251.63,1050.52571473555,0,-15.88,38.62,0
0.21,3.05,10064.35,499.76,0.41,835.2,2372.82,2077.2,544.64,0.08,2635.85,1201.327540619,0,-7.2,52.21,0
0.25,1.0,4968.5,512.11,0.51,784.41,3103.46,1866.29,338.99,0.22,1168.18,73.63893603584138,0,-0.05,37.73,0
0.24,5.53,6526.97,514.61,0.15,839.99,3345.21,2849.4,688.29,0.11,2041.87,3569.101175122423,1,-68.08,33.58,0
0.23,2.71,9491.57,502.56,0.28,903.01,3497.23,2394.39,435.89,0.19,2442.27,617.8524423163753,1,-32.04,53.38,0
0.18,4.3,5360.06,591.86,0.42,357.3,3051.02,3033.64,357.21,0.13,1441.59,1024.7917503693939,0,17.31,51.03,0
0.29,3.23,6616.47,475.56,0.44,755.1,3569.77,2786.42,654.34,0.16,2431.26,1853.8627610561816,2,127.48,43.45,0
0.22,8.64,7119.96,276.51,0.49,530.81,2628.87,2111.26,800.32,0.15,2623.34,472.94934138323475,2,-6.8,16.3,0
0.23,5.03,10334.62,623.0,0.22,758.04,3799.75,2214.83,432.51,0.16,1869.76,582.8614234170601,1,4.82,51.58,0
0.13,1.0,8739.79,328.91,0.36,819.45,2889.21,2594.34,703.44,0.16,2898.38,1863.5131733848827,0,17.38,38.52,0
0.19,5.2,9555.51,530.65,0.62,448.62,3217.97,2873.23,621.56,0.14,2973.78,2125.859588781867,2,-12.72,67.01,0
0.14,15.06,7513.07,461.84,0.4,100.0,2627.66,2321.99,1113.71,0.14,2119.89,3236.9909570481304,0,29.26,24.58,0
0.15,8.48,10279.0,238.74,0.25,919.66,2944.19,2119.27,382.96,0.12,2298.04,1202.7352712967784,2,19.27,49.74,0
0.16,29.78,8882.65,738.68,0.28,548.88,3270.6,2922.42,853.65,0.1,2145.07,3644.819426392222,1,24.27,43.78,0
0.17,2.22,8844.28,722.03,0.09,843.9,3584.33,3327.5,452.32,0.19,2295.11,200.12793714410125,0,-0.15,40.14,0
0.18,7.75,6682.82,311.73,0.14,554.39,3407.01,3032.65,568.9,0.14,2262.86,1968.549945679711,0,-60.82,43.4,0
0.3,50.0,5503.7,1095.61,0.4,845.15,4534.48,2753.49,872.03,0.2,1954.64,660.4059159185422,2,-205.22,230.55,1
0.16,8.7,10850.97,553.92,0.17,483.77,3698.92,2909.71,1086.73,0.15,2359.34,3227.471944727423,1,-31.01,56.59,0
0.22,1.0,6907.41,714.95,0.32,932.32,3669.3,3256.75,749.38,0.2,2730.47,1707.1521653659067,0,10.72,64.92,0
0.16,4.38,6305.5,673.36,0.16,810.85,3321.91,2359.57,505.41,0.16,1823.34,556.8382037237577,0,12.6,52.7,0
0.23,5.68,7799.56,682.23,0.2,629.72,3428.11,2570.45,716.53,0.15,2589.43,2391.135405981874,1,-31.87,50.08,0
0.19,9.9,8641.06,583.38,0.34,986.59,3233.84,2657.15,420.95,0.17,2668.18,3541.3543785453116,0,-34.7,28.67,0
0.21,1.95,8022.68,73.41,0.44,540.4,3331.87,3441.74,805.78,0.1,2418.17,840.6433772486624,2,-151.72,30.65,0
0.26,50.0,5737.77,614.27,0.41,1193.6,3069.2,2718.62,1301.94,0.24,1716.73,3396.2293466447054,1,-174.6,134.38,1
0.06,4.77,9177.69,366.83,0.07,838.93,3910.33,2847.22,652.17,0.13,2083.47,3522.1921779485187,0,17.3,61.18,0
0.2,2.34,7585.5,623.71,0.3,847.57,4316.0,2658.72,1200.05,0.2,2462.21,706.5345488590967,1,33.4,80.7,0
0.29,1.34,5835.93,295.42,0.36,1000.22,4051.75,2094.15,667.79,0.09,2781.47,2614.1394711273447,0,-14.0,61.89,0
0.24,5.32,7837.21,663.54,0.38,241.88,3404.3,2636.28,100.0,0.21,2696.49,787.94485971206,0,-26.94,57.42,0
0.26,4.41,7900.75,473.93,0.49,880.56,4374.02,2568.33,724.89,0.14,2294.33,2277.3205548888877,1,2.15,64.57,0
0.22,11.4,7476.11,409.15,0.43,1092.32,2998.4,2589.86,728.04,0.15,2597.5,1030.4664152896066,0,35.19,25.18,0
0.22,2.87,11060.2,423.13,0.43,1002.32,3453.55,2624.4,942.97,0.14,3498.0,2143.653906188364,1,54.25,61.99,0
0.19,7.57,9150.96,562.6,0.28,817.39,3286.91,3477.58,653.86,0.2,2345.67,1200.7298909401604,0,-68.88,61.68,0
0.33,50.0,3376.31,676.49,0.57,811.76,3934.75,3061.58,1519.11,0.28,2088.88,3147.447270491427,0,-53.5,58.43,1
0.19,6.64,8098.68,490.96,0.34,693.96,2850.75,2810.76,674.76,0.14,1224.09,1676.1057523596628,0,25.12,30.98,0
0.14,2.87,6624.11,198.62,0.1,1065.19,3621.54,2505.8,705.89,0.22,2389.36,2867.7727449134973,0,25.85,48.75,0
0.23,3.57,8152.45,380.33,0.37,595.33,3377.3,2706.72,1032.93,0.22,1726.59,3341.38925818383,1,0.89,32.52,0
0.15,5.65,8995.4,350.78,0.28,348.14,2889.36,2445.54,883.06,0.14,3341.86,1486.9360569982643,0,21.85,73.83,0
0.17,2.53,7512.89,377.23,0.19,605.47,2339.29,2858.57,770.44,0.2,2886.76,1608.9229377392423,1,52.08,38.38,0
0.09,2.69,9541.94,617.73,0.62,817.6,3211.39,3026.14,551.99,0.12,2795.54,251.6050643386044,1,25.3,45.61,0
0.19,2.57,6674.12,509.37,0.4,634.97,3772.54,2561.87,845.67,0.17,2335.83,1042.691206672093,0,4.38,75.28,0
0.21,3.52,4978.91,497.05,0.43,1118.35,3174.94,2332.13,449.71,0.14,2711.58,3288.4395448383266,1,-101.31,20.85,0
0.19,9.55,10402.99,297.27,0.37,694.47,3949.26,1941.67,666.7,0.12,3434.63,2966.8509750401045,0,47.47,52.2,0
0.19,9.74,8919.24,499.41,0.38,1542.52,3087.35,3268.47,477.82,0.23,2701.67,1911.4131562577302,0,-8.03,44.03,0
0.06,12.02,6794.85,508.32,0.21,953.92,3753.41,2645.3,831.67,0.21,1618.53,966.741841271795,0,62.85,39.79,0
0.22,17.52,8667.45,684.84,0.5,1265.97,3614.63,3160.34,670.21,0.17,2525.13,1254.2476786652087,2,7.99,47.0,0
0.15,6.26,8806.96,699.62,0.4,1088.17,3352.94,1966.94,555.63,0.08,2186.97,2724.435328628892,2,31.04,52.78,0
0.28,1.7,9649.38,495.1,0.12,479.38,3351.59,2155.37,793.51,0.18,2454.91,1797.1246559941485,1,7.12,44.53,0
0.26,19.68,7320.96,656.75,0.29,595.26,3071.95,2178.92,488.37,0.2,2546.75,3534.6489812592167,0,-76.04,67.46,0
0.18,3.25,9118.78,764.23,0.47,926.75,3072.44,2594.85,920.27,0.11,2558.61,2808.5758622524572,0,-46.17,40.37,0
0.26,4.0,7312.79,495.99,0.27,1103.57,3873.45,2827.33,817.03,0.16,2512.27,933.9941143409001,1,25.35,62.06,0
0.18,3.68,7449.39,543.47,0.36,785.05,3545.21,2374.0,919.81,0.18,2668.68,2609.397686423823,0,64.41,60.37,0
0.27,7.3,5673.46,528.45,0.16,1072.84,1773.32,2717.37,723.04,0.1,3601.48,3337.708893039137,0,43.72,44.73,0
0.32,50.0,4860.78,883.43,0.2,1059.66,3695.04,2339.76,1019.35,0.23,1837.51,1868.7047079704898,1,-88.78,150.33,1
0.24,10.78,7857.28,401.32,0.37,693.7,3048.92,2891.06,694.01,0.19,2940.52,614.3610650566786,2,-58.44,45.31,0
0.23,1.08,6313.82,392.08,0.02,1079.09,3786.12,2815.02,412.34,0.11,2801.44,1789.2643739346709,0,-20.38,27.97,0
0.24,50.0,5062.69,789.09,0.51,1589.32,3875.35,3123.06,893.53,0.33,1895.71,1697.4943853848024,0,-116.55,161.64,1
0.24,2.14,8362.11,334.69,0.18,803.72,3559.27,2485.14,426.37,0.09,2140.1,608.4889489831824,1,-65.73,34.38,0
0.24,14.59,8144.01,599.68,0.22,643.25,3669.42,2480.55,737.66,0.26,2318.29,872.5314496931197,2,53.22,81.25,0
0.23,50.0,6000.29,847.89,0.6,1580.7,3965.45,2634.67,2108.2,0.34,2548.15,670.3090864438608,0,-116.62,115.83,1
0.2,4.3,9735.87,411.95,0.52,1240.76,4731.89,2839.39,577.88,0.14,2119.02,1059.8421999756138,1,-37.82,33.66,0
0.26,13.3,5908.55,594.37,0.49,841.26,4523.91,3467.21,871.49,0.21,2265.44,2595.773556014745,0,56.83,48.25,0
0.32,50.0,5162.86,881.77,0.73,801.95,3698.58,2482.32,1457.79,0.2,2316.75,2766.6721591726964,2,-144.87,147.73,1
0.19,14.54,8033.53,457.12,0.59,943.29,4160.72,3126.31,282.04,0.16,2487.78,463.00507846150737,1,4.88,41.92,0
0.17,8.27,6934.8,700.78,0.11,597.24,3683.83,2848.78,961.22,0.19,3104.38,1612.7595109662211,2,-1.26,47.93,0
0.21,1.63,8662.64,418.89,0.25,1172.81,3542.91,1853.94,908.33,0.19,2556.12,1989.3652900224124,0,40.59,82.26,0
0.2,3.51,8592.96,511.61,0.3,422.0,4793.92,1989.59,204.99,0.15,2823.44,1766.709899527895,1,-43.77,25.9,0
0.17,3.7,8469.86,553.57,0.23,1531.8,2922.35,3116.43,816.02,0.11,3020.05,2892.446838252493,1,-90.03,49.87,0
0.16,3.41,11055.82,197.26,0.07,1334.97,3599.01,2776.13,605.4,0.21,1563.19,3588.1391256164725,2,48.05,35.91,0
0.16,2.89,5784.25,494.64,0.15,898.6,3255.46,2746.16,754.09,0.21,2845.28,2639.5099544548825,0,-0.37,54.09,0
0.2,49.12,7769.15,595.24,0.15,1083.55,2511.7,1958.82,394.12,0.09,2477.3,3349.247995761023,0,-11.72,53.86,0
0.24,6.58,8367.94,649.71,0.14,851.24,3944.65,3500.97,912.53,0.2,2457.88,2241.0901750143476,1,-36.56,60.58,0
0.27,3.03,7437.34,476.12,0.12,637.2,4475.99,3200.22,726.09,0.06,2147.58,398.39699050345433,0,-2.79,70.22,0
0.22,5.43,7200.75,394.13,0.42,1171.66,2611.39,2880.6,698.58,0.12,2555.1,577.0554699875395,0,19.66,64.67,0
0.21,16.95,6331.72,539.72,0.48,575.43,2803.81,1893.44,681.73,0.17,1980.96,2454.8794158708934,0,-9.1,65.36,0
0.18,5.73,6670.04,618.94,0.22,807.02,2709.92,2971.51,310.68,0.16,1886.1,369.4350189686016,2,38.05,40.79,0
0.28,5.68,10307.02,472.92,0.41,1010.1,4396.53,2289.45,919.18,0.1,3182.39,737.5946788544529,0,5.57,64.89,0
0.2,2.32,8872.59,424.5,0.04,635.99,2998.04,2974.16,607.85,0.09,1659.91,2723.850333642724,0,-67.36,42.86,0
0.2,2.44,9298.51,553.81,0.45,958.63,3901.3,3334.15,462.4,0.12,2919.8,1063.400562622497,0,132.6,58.47,0
0.32,5.8,7535.74,471.94,0.5,1226.64,3707.57,3064.91,601.53,0.14,2485.46,1007.5333580544258,1,-42.46,24.21,0
0.19,6.33,6778.4,427.01,0.73,997.37,3276.77,2848.75,713.75,0.08,3040.74,1904.5524386020097,1,21.17,27.29,0
0.27,2.74,5923.22,231.4,0.49,1106.5,2917.16,2193.46,644.77,0.13,2243.93,231.25234706328374,0,-54.88,45.31,0
0.26,2.26,7499.93,326.18,0.0,1086.21,3386.57,3052.76,376.09,0.2,3021.73,2639.4298734112494,0,-11.86,45.2,0
0.19,6.02,10538.47,329.91,0.3,930.38,3758.51,1782.99,762.41,0.16,2294.81,1882.7061323326695,0,-47.09,59.93,0
0.22,6.68,6991.41,50.0,0.21,735.71,3059.64,2765.47,806.9,0.16,1928.93,1323.4347293371038,0,43.21,49.16,0
0.28,50.0,5163.32,1041.49,0.57,1489.33,5046.03,2242.32,1317.48,0.18,1332.3,593.5278749282552,1,-140.6,237.81,1
0.2,7.2,7790.69,505.71,0.21,907.36,3133.68,2551.2,385.5,0.14,2933.98,1846.2622470515823,0,31.24,34.18,0
0.3,75.21,5474.82,534.12,0.57,1630.91,3689.62,3402.58,2155.09,0.3,1982.82,3286.69831703396,0,-118.32,169.28,1
0.19,4.28,6307.05,510.3,0.14,765.2,4759.67,2794.41,825.9,0.12,2586.52,3330.087345057988,1,2.83,60.83,0
0.18,6.16,10710.29,634.97,0.45,1262.01,3579.02,2328.71,504.97,0.12,2788.72,758.2317091053851,0,-135.44,83.79,0
0.22,17.62,7710.53,330.48,0.17,808.62,3307.6,2637.19,419.23,0.18,2854.72,48.664818397018664,0,43.73,54.23,0
0.2,6.58,7844.28,797.51,0.42,889.75,2770.24,3166.37,600.45,0.13,2626.14,2431.5318402338944,0,-74.28,32.3,0
0.2,3.65,10407.1,467.05,0.27,496.9,3499.16,3059.87,597.55,0.09,2112.99,840.5437988308971,0,31.89,52.18,0
0.2,4.65,6535.07,364.07,0.51,854.48,3176.58,2211.03,850.69,0.17,3151.18,637.0692513169563,0,0.6,34.62,0
0.21,5.9,7927.52,630.7,0.37,889.19,4063.97,2770.33,982.91,0.13,3445.28,1909.6295014143304,0,25.91,6.23,0
0.2,6.74,7860.11,451.24,0.22,1003.87,3732.81,2781.7,701.69,0.07,2242.55,2252.000081791421,0,31.78,51.93,0
0.24,50.0,6277.92,1106.68,0.18,1088.11,4570.38,2097.43,1879.2,0.31,1108.38,3435.449954268931,0,-107.19,270.41,1
0.2,4.76,8750.17,356.29,0.33,927.07,2699.5,3358.07,974.65,0.18,2031.43,1344.7258848932809,1,67.27,83.28,0
0.2,7.76,7761.28,503.95,0.32,793.79,3577.39,2614.91,694.65,0.22,3038.4,721.8610252330382,0,-33.08,27.98,0
0.28,50.0,5450.24,835.54,0.4,1199.36,4074.52,2493.23,1920.18,0.16,1386.04,3046.930562830256,2,-57.96,119.22,1
0.29,3.28,8987.95,342.27,0.22,872.53,3272.72,3157.13,1086.86,0.16,2684.38,3049.3630873972247,0,-43.82,106.3,0
0.1,4.3,8370.91,612.57,0.32,518.12,3178.6,2429.69,714.03,0.12,3022.77,249.25276148544663,0,1.99,11.1,0
0.24,3.99,7331.31,582.62,0.34,1220.29,4253.01,3663.13,716.38,0.18,2833.14,5.829921023926976,0,21.78,81.08,0
0.18,50.0,4821.12,743.29,0.4,1220.37,4289.69,2135.7,1116.82,0.36,3200.63,2173.0697598654015,2,-182.51,223.3,1
0.22,15.35,7993.79,593.76,0.04,883.07,2868.71,2286.51,268.44,0.15,2553.9,322.64591144386344,0,66.9,21.05,0
0.13,18.89,8403.21,352.95,0.02,1021.74,3952.41,2323.64,473.21,0.07,2504.2,3619.407046798857,0,-88.7,74.51,0
0.23,9.69,8757.89,640.79,0.34,431.24,2793.08,2339.94,305.29,0.17,2887.55,1879.367810814648,1,0.19,16.99,0
0.27,8.44,8469.3,509.91,0.5,1110.27,2976.23,2966.95,428.82,0.05,2742.24,1192.2100271862237,1,7.31,47.98,0
0.2,6.33,7866.0,313.61,0.39,1186.15,3248.11,2876.52,830.46,0.17,2823.27,2342.8898573501806,1,110.04,56.9,0
0.3,50.0,4371.13,949.76,0.52,1142.91,3758.95,2848.7,1199.9,0.27,2223.44,843.9926553585155,0,-252.64,133.79,1
0.32,11.66,7749.78,281.82,0.23,1176.18,3538.73,3252.51,295.73,0.21,3322.88,1686.3652540063986,1,-23.24,73.23,0
0.23,4.88,8571.87,406.59,0.48,1062.58,2813.24,3380.3,537.52,0.18,3222.8,443.8199287540929,1,3.28,21.34,0
0.17,5.57,7036.81,629.02,0.21,854.48,4535.82,2709.61,739.11,0.14,2830.69,2777.1745719030982,0,-10.03,75.04,0
0.07,3.43,11870.44,383.9,0.13,466.35,2948.47,2588.19,791.38,0.18,1720.45,2103.3870272738873,0,-110.31,36.28,0
0.17,2.16,5588.54,799.01,0.36,827.76,3508.91,2385.5,687.87,0.15,2523.13,3271.0409597029993,1,-23.09,63.11,0
0.12,2.69,9084.5,302.24,0.24,767.81,2622.62,2313.92,606.58,0.07,2886.21,148.8854068022266,1,-16.65,48.69,0
0.24,50.0,3510.89,844.59,0.81,1247.32,3621.86,2936.32,1236.44,0.25,2802.18,3071.758452428089,1,-74.25,88.73,1
0.19,8.97,9699.39,402.78,0.25,784.51,4189.87,2637.6,430.78,0.15,2455.35,1934.0824226375491,0,-35.04,61.96,0
0.12,1.08,7245.25,582.33,0.56,578.98,2888.47,2706.7,606.24,0.14,2472.93,1010.4936360261586,1,-41.09,55.04,0
0.12,7.53,7472.51,648.01,0.53,1328.95,2571.68,3065.16,934.93,0.14,3196.92,3183.7933790921525,0,62.04,35.49,0
