CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender,Geography,Exited
15001057,597,62,4,169920.49,1,1,0,80862.99,0,0,0
15001058,802,29,2,75829.56,2,1,0,116317.7,1,1,0
15001059,597,33,2,533.92,1,0,0,137882.59,1,1,1
15001060,702,49,0,41783.31,2,1,1,128643.29,0,0,0
15001061,603,21,10,6328.65,3,0,0,89880.38,0,0,0
15001062,694,29,5,13130.84,2,1,0,137961.29,1,0,0
15001063,433,79,1,214.75,1,0,0,103331.42,1,1,1
15001064,733,41,10,96566.29,1,1,1,65689.04,0,0,0
15001065,629,20,1,19194.29,1,1,0,92287.87,1,0,0
15001066,681,32,3,106656.25,2,1,0,84654.12,0,0,0
15001067,578,45,5,81394.23,4,1,0,95030.53,0,0,0
15001068,641,42,7,12058.81,1,1,0,149950.46,0,2,0
15001069,586,44,2,26019.86,2,1,0,25371.13,0,2,0
15001070,613,39,5,9109.44,2,1,1,99025.75,0,1,0
15001071,504,25,10,6522.22,2,1,1,82956.76,1,2,0
15001072,565,18,0,6581.18,2,0,1,46367.45,0,0,1
15001073,684,56,6,121272.76,2,1,0,50163.98,1,0,0
15001074,638,41,3,23161.8,2,1,0,68700.83,0,0,0
15001075,624,36,1,4866.35,2,0,1,121787.21,1,0,0
15001076,666,61,1,181.18,1,0,0,54200.16,1,2,1
15001077,548,28,3,23531.22,2,1,0,74527.54,1,0,0
15001078,697,55,0,16454.11,2,1,1,55843.0,1,1,0
15001079,850,44,3,88973.22,3,1,1,104906.48,0,1,0
15001080,538,39,3,70949.19,2,1,1,76430.98,0,1,0
15001081,647,44,6,31149.69,1,1,1,123632.08,0,2,0
15001082,603,52,3,236201.42,2,1,1,101975.37,1,0,0
15001083,697,55,3,44515.71,1,0,1,119790.37,1,0,0
15001084,783,48,5,12666.37,3,1,0,95309.87,1,1,0
15001085,511,36,2,8416.45,2,0,1,105465.54,1,0,0
15001086,608,32,7,84469.47,1,1,0,44272.95,0,1,0
15001087,529,34,3,7321.64,2,0,1,51036.96,0,0,0
15001088,633,43,0,3299.07,4,1,1,20504.82,0,1,0
15001089,583,38,10,2616.57,2,1,1,149665.78,0,0,0
15001090,574,40,10,40053.22,2,1,1,76245.34,1,0,0
15001091,633,26,4,118265.5,3,1,1,144405.04,0,0,0
15001092,540,36,10,11424.17,2,1,0,63305.93,0,2,0
15001093,584,57,0,76.49,3,0,0,131606.84,0,1,1
15001094,473,58,4,1472.22,1,0,0,37705.13,0,0,1
15001095,675,32,2,44750.92,2,1,1,28641.54,0,2,0
15001096,465,27,0,164452.17,1,0,1,122959.56,1,1,1
15001097,652,33,9,38790.95,3,1,1,135840.68,0,2,0
15001098,806,33,7,5899.44,1,1,0,101581.64,1,0,0
15001099,812,60,4,60878.51,1,1,0,25471.31,0,0,0
15001100,610,40,1,111794.4,2,1,1,97915.01,0,0,0
15001101,634,42,1,12080.68,2,1,1,22484.32,0,0,0
15001102,591,42,7,250000.0,2,1,1,57054.39,1,0,0
15001103,737,41,7,201985.95,1,1,1,116071.95,0,1,0
15001104,578,41,4,9417.48,2,1,1,66747.71,1,0,0
15001105,472,57,8,35412.64,1,1,1,146718.26,0,1,0
15001106,613,30,2,5466.35,1,1,1,116465.73,1,0,0
15001107,610,55,2,74182.68,1,0,1,94392.91,1,2,0
15001108,759,30,3,21564.58,3,0,1,53449.16,0,1,0
15001109,474,38,7,32521.65,1,1,1,55962.99,1,1,0
15001110,711,33,4,33707.51,1,1,0,76420.27,0,2,0
15001111,669,43,2,35866.73,1,1,0,125327.07,1,1,0
15001112,494,60,9,432.03,3,0,0,106022.18,1,1,1
15001113,442,46,2,142048.96,2,1,0,38614.3,0,0,0
15001114,681,47,10,58810.21,2,1,1,138326.78,0,1,0
15001115,593,34,0,5560.87,2,0,1,91180.08,1,0,0
15001116,640,34,0,168.1,2,1,1,39184.42,1,2,1
15001117,596,41,4,250000.0,3,1,0,93577.4,0,0,0
15001118,721,50,0,439.88,1,1,1,66810.07,1,0,1
15001119,653,32,0,8281.16,2,1,1,52139.07,1,0,0
15001120,548,37,2,39117.47,4,1,1,42118.72,1,0,0
15001121,850,46,5,33563.13,2,1,0,65794.07,0,1,0
15001122,653,41,0,22699.13,1,0,0,90134.94,1,1,0
15001123,558,57,6,60293.62,1,1,1,51543.28,0,0,0
15001124,520,32,0,68261.18,1,1,0,62578.94,1,1,0
15001125,634,50,7,13353.57,4,1,1,79989.9,1,0,0
15001126,636,45,2,6874.96,1,1,1,98451.79,0,2,0
15001127,608,61,7,27438.22,2,1,1,49344.01,1,2,0
15001128,548,35,1,45246.6,1,1,1,20839.71,0,0,0
15001129,718,30,4,10239.59,1,1,1,26278.79,0,0,0
15001130,676,54,2,7836.16,1,1,0,140569.54,1,2,0
15001131,497,28,4,7749.1,3,1,1,21521.71,1,1,0
15001132,653,45,3,99109.84,3,1,1,50968.56,0,0,0
15001133,614,27,2,235.45,1,1,0,86078.0,1,2,1
15001134,698,56,2,250000.0,2,0,1,114668.89,1,0,0
15001135,656,45,3,49852.65,3,0,1,119657.18,0,2,0
15001136,667,70,2,4801.45,1,1,1,129222.61,1,2,0
15001137,618,18,2,176223.13,3,1,0,84924.16,0,2,0
15001138,588,23,1,236627.9,2,1,1,32915.76,1,1,0
15001139,652,42,3,41483.5,2,1,0,123785.6,0,0,0
15001140,514,23,3,276.06,1,0,0,95447.78,0,2,1
15001141,651,27,7,6275.99,1,1,1,43867.77,1,0,0
15001142,652,55,3,53342.26,1,1,1,23333.8,0,1,0
15001143,689,45,0,41121.72,1,0,1,145145.11,0,2,0
15001144,642,54,8,87160.67,2,1,1,113881.71,0,0,0
15001145,698,51,10,10042.81,1,1,1,20096.03,0,0,0
15001146,601,36,6,20470.82,2,1,1,67333.56,0,0,0
15001147,488,55,3,319.83,3,1,0,89790.78,1,1,1
15001148,592,56,4,46730.14,1,1,0,142404.1,0,2,1
15001149,653,21,0,18166.94,2,1,1,62022.35,0,1,0
15001150,778,39,6,14212.99,4,1,0,90288.03,1,1,0
15001151,581,60,0,120840.72,2,1,1,62219.53,0,1,0
15001152,758,47,1,82894.18,2,1,1,43271.76,0,1,0
15001153,603,57,3,47687.23,2,1,1,37305.89,1,1,0
15001154,502,28,0,99.03,1,1,0,139222.12,1,1,1
15001155,797,38,4,250000.0,2,1,1,142482.4,0,1,0
15001156,744,46,10,142565.17,2,1,1,73677.08,1,0,0
15001157,579,50,1,817.21,1,1,0,24691.32,1,0,1
15001158,600,52,4,250000.0,2,1,0,55770.12,0,0,0
15001159,499,35,10,28248.29,1,1,0,30829.82,0,0,0
15001160,533,74,4,133810.73,4,1,1,100389.88,1,1,0
15001161,480,38,4,19644.73,3,1,1,69584.23,1,0,0
15001162,502,20,2,19043.36,1,1,0,69277.04,0,2,1
15001163,685,42,10,10850.0,3,1,0,48484.79,0,0,0
15001164,528,36,2,10256.18,4,1,1,52002.1,0,1,0
15001165,584,21,4,8147.24,2,0,0,130121.92,1,1,1
15001166,652,31,1,15045.22,3,0,1,145968.65,0,2,0
15001167,569,37,6,22672.91,2,1,1,59760.72,0,0,0
15001168,594,53,1,4682.48,1,0,0,125447.81,1,1,1
15001169,544,51,2,47367.92,2,1,1,94361.62,0,0,0
15001170,604,42,3,85280.23,1,0,1,65303.27,0,2,0
15001171,620,71,6,9523.13,2,0,1,88056.17,0,2,0
15001172,601,24,1,410.84,1,0,0,56001.54,0,0,1
15001173,628,32,3,12593.74,2,1,0,116910.06,1,1,0
15001174,711,53,1,9318.11,1,0,0,64042.17,0,1,0
15001175,494,34,4,25878.93,3,1,1,73787.1,1,1,0
15001176,563,48,3,57625.36,2,1,0,104024.66,1,0,0
15001177,595,59,1,3896.85,1,0,0,84928.14,0,1,1
15001178,660,25,1,3695.57,1,0,1,64635.13,1,2,1
15001179,619,54,4,50230.89,1,1,0,73243.39,1,1,0
15001180,635,38,2,11866.12,4,0,1,99849.01,1,1,0
15001181,721,33,10,35753.65,2,1,1,117732.15,0,1,0
15001182,400,26,0,2676.82,1,1,1,96641.84,1,1,1
15001183,566,53,1,70253.93,1,1,1,98747.84,0,0,0
15001184,700,48,1,44580.34,1,1,0,116035.08,0,0,0
15001185,631,29,10,13006.25,2,1,1,104135.25,0,2,0
15001186,537,54,1,171167.37,2,0,1,29086.39,1,1,0
15001187,681,19,10,52296.37,2,0,1,48625.71,1,1,0
15001188,675,56,3,13489.08,2,1,1,20698.93,1,0,0
15001189,595,34,3,465.66,1,1,0,125649.96,0,1,1
15001190,703,52,2,13350.67,3,0,1,117873.94,1,1,0
15001191,726,80,0,26484.96,1,1,1,83773.78,1,1,0
15001192,559,66,1,1357.64,1,1,0,89935.05,1,2,1
15001193,578,51,0,250000.0,1,1,0,41413.32,1,1,0
15001194,666,53,0,21520.33,2,1,1,46055.88,1,0,0
15001195,653,53,7,26443.9,1,1,1,144307.09,0,2,0
15001196,669,55,10,71149.96,2,1,1,104610.75,1,0,0
15001197,746,47,4,50200.91,1,1,0,68202.87,0,0,0
15001198,635,50,4,185857.11,1,1,1,133097.43,1,0,0
15001199,706,42,5,53996.36,3,1,1,47796.96,1,1,0
15001200,546,43,3,137636.11,2,1,1,23415.69,1,0,0
15001201,638,45,2,250000.0,4,1,1,55920.39,0,0,0
15001202,690,28,4,22747.0,2,0,1,42111.67,1,0,0
15001203,802,50,1,10889.42,3,1,1,144982.02,1,1,0
15001204,540,51,1,94834.1,2,1,1,103889.44,1,1,0
15001205,597,18,2,30374.14,2,1,1,50449.62,1,0,0
15001206,754,30,4,383.48,2,0,0,62011.32,0,0,1
15001207,628,39,2,168052.72,1,1,1,141053.44,0,2,0
15001208,647,47,8,21659.26,1,1,1,61594.4,1,1,0
15001209,648,65,7,13975.96,1,1,1,127165.16,0,0,0
15001210,715,26,8,16636.31,1,1,1,80397.49,1,0,1
15001211,562,54,5,62898.7,1,0,0,37278.09,0,0,0
15001212,678,49,7,14423.25,3,1,1,146161.21,1,0,0
15001213,587,33,7,22028.39,2,0,1,96338.0,1,1,0
15001214,737,49,1,36205.56,2,1,1,132021.98,0,2,0
15001215,689,46,2,44351.59,1,1,0,95161.57,1,1,0
15001216,536,44,3,84636.48,3,0,0,60983.92,0,2,0
15001217,659,34,1,1660.51,2,1,0,93446.23,1,1,1
15001218,702,57,0,17289.5,2,0,1,88056.73,1,0,0
15001219,666,31,3,8497.96,2,1,1,146083.44,1,0,0
15001220,478,57,0,2267.74,3,1,0,29407.19,0,1,1
15001221,508,63,0,9049.65,1,1,0,113469.3,0,0,1
15001222,652,53,1,76208.08,2,0,1,93066.81,1,0,0
15001223,705,49,5,25431.32,3,1,1,110522.17,0,0,0
15001224,578,53,9,104382.27,3,1,1,93579.92,1,0,0
15001225,609,45,6,56655.07,1,1,0,123011.26,0,1,0
15001226,538,58,3,20588.91,3,0,0,109043.62,0,0,1
15001227,621,32,4,80443.0,1,1,0,77524.93,1,2,0
15001228,650,41,0,42988.31,2,1,1,141474.86,1,0,0
15001229,567,29,2,2682.99,1,1,1,84797.67,1,0,0
15001230,525,34,1,250000.0,1,1,0,113173.01,1,0,0
15001231,584,55,4,61111.75,1,1,0,139719.41,0,0,0
15001232,709,56,1,9931.97,1,0,1,61263.28,0,2,1
15001233,661,52,2,30607.9,3,1,1,123141.18,0,0,0
15001234,676,73,3,13442.2,1,1,0,20229.26,1,0,1
15001235,637,51,9,11630.68,2,0,1,63374.33,0,0,0
15001236,674,46,0,62685.57,2,1,0,57199.8,0,0,0
15001237,644,29,0,2183.51,2,1,0,30991.31,1,1,1
15001238,699,48,2,75659.89,3,1,1,78923.58,0,1,0
15001239,677,56,0,33003.16,4,1,1,83747.01,0,2,0
15001240,718,30,4,19984.37,4,0,1,120667.38,0,1,0
15001241,581,39,10,147681.49,2,0,1,59657.73,1,2,0
15001242,545,55,2,2094.24,1,1,1,133111.52,1,0,1
15001243,792,62,4,47072.38,1,1,1,21917.95,1,0,0
15001244,769,39,1,7994.83,1,1,1,27450.67,0,0,0
15001245,551,56,3,160260.65,3,1,1,145153.24,1,1,0
15001246,498,57,4,36049.82,4,1,1,33589.73,0,0,0
15001247,578,37,2,37460.41,2,1,1,145847.4,0,0,0
15001248,472,27,2,375.18,1,0,0,52439.04,0,1,1
15001249,615,55,10,58241.99,1,1,1,47711.27,1,0,0
15001250,624,40,4,172438.47,2,1,1,69601.84,1,0,0
15001251,581,35,1,36305.24,2,0,1,108816.76,0,1,0
15001252,512,40,7,6842.82,3,1,1,90848.79,1,0,0
15001253,625,55,2,10396.53,2,1,1,28906.35,1,1,0
15001254,514,30,2,3700.85,2,0,1,109424.36,0,1,1
15001255,639,59,1,12315.54,1,1,0,34176.08,1,1,0
15001256,676,64,1,250000.0,1,0,1,86297.94,0,0,0
15001257,472,62,1,15274.61,1,1,0,146920.11,0,1,1
15001258,599,32,0,65901.92,1,1,0,118036.7,0,0,0
15001259,609,46,1,91032.93,2,1,0,112322.69,0,0,0
15001260,683,47,10,125235.06,1,1,0,35421.32,1,2,0
15001261,614,44,7,93052.09,2,1,1,111255.3,1,0,0
15001262,644,39,6,7764.63,2,1,1,82641.96,1,2,0
15001263,571,63,1,23111.24,2,1,1,47288.16,1,0,0
15001264,587,42,1,5535.51,3,1,1,92299.49,1,1,0
15001265,579,32,1,20636.17,2,1,1,117887.69,1,1,0
15001266,719,39,3,130189.59,1,1,1,142581.59,0,0,0
15001267,801,38,0,3193.18,2,0,1,57645.3,0,1,0
15001268,659,62,0,8558.24,2,0,0,36951.02,0,1,1
15001269,568,50,6,838.46,2,1,1,136196.65,0,1,1
15001270,621,42,0,25457.28,3,0,1,52826.98,1,1,0
15001271,631,18,1,148319.61,2,0,1,73080.29,1,0,0
15001272,647,48,8,94022.33,2,0,1,40792.41,0,0,0
15001273,473,27,1,67501.29,3,1,1,83214.44,0,2,0
15001274,439,33,1,51.51,2,0,0,102124.53,1,1,1
15001275,611,42,10,12390.66,3,1,1,102233.32,0,1,0
15001276,589,48,6,13808.74,3,1,1,113621.7,1,1,0
15001277,736,29,5,19279.61,3,1,1,66924.96,1,0,0
15001278,696,41,2,7195.85,1,0,1,24843.81,0,1,0
15001279,727,33,4,13754.3,1,0,1,102315.29,1,0,0
15001280,788,25,0,13596.64,2,1,0,89377.67,0,1,0
15001281,541,51,6,23596.77,2,1,0,114881.42,1,0,0
15001282,671,34,1,14590.17,4,1,0,137770.05,1,0,0
15001283,582,63,7,120842.41,1,0,1,46457.5,0,0,0
15001284,664,38,2,42744.35,2,1,1,20978.66,1,1,0
15001285,634,57,2,60667.51,2,0,1,34428.72,1,2,0
15001286,523,26,5,93773.3,1,1,1,43950.69,0,1,0
15001287,688,22,0,23088.65,1,1,1,90069.41,1,0,0
15001288,709,39,5,11056.56,2,0,1,114238.82,0,2,0
15001289,709,34,3,250000.0,1,0,1,35701.35,1,0,0
15001290,576,36,7,137288.18,1,1,1,110833.11,1,1,0
15001291,493,25,2,949.55,1,0,1,64957.45,1,0,1
15001292,643,57,10,12678.66,1,0,0,72066.91,1,2,0
15001293,745,23,1,81022.17,3,1,0,142981.58,1,2,0
15001294,599,22,5,20146.39,3,1,1,136524.18,1,2,0
15001295,493,48,1,75652.12,3,1,0,95829.62,1,1,0
15001296,678,21,2,19533.15,1,0,1,52510.67,1,1,1
15001297,512,45,6,12770.18,2,1,1,139047.07,0,2,0
15001298,641,49,3,6511.06,2,0,1,142891.81,0,2,0
15001299,570,31,10,157161.62,2,1,1,76334.9,0,1,0
15001300,773,53,5,11130.0,1,1,1,38485.2,0,2,0
15001301,560,56,6,44556.75,2,1,1,92707.28,0,1,0
15001302,630,65,2,1273.61,1,1,0,72492.58,0,1,1
15001303,737,54,7,9532.17,2,1,0,121502.26,1,0,0
15001304,623,46,4,20787.25,2,1,1,148050.46,1,1,0
15001305,590,39,1,10183.19,1,0,1,64056.55,0,2,0
15001306,655,31,9,47604.11,2,0,1,111888.37,0,1,0
15001307,537,46,0,189300.33,2,1,0,119893.07,0,2,0
15001308,623,48,3,22272.2,2,1,0,110172.74,0,1,0
15001309,683,41,4,22351.76,3,1,1,129734.4,1,0,0
15001310,549,43,10,37125.47,2,0,1,33691.46,0,0,0
15001311,570,48,10,250000.0,2,1,1,89149.15,1,0,0
15001312,597,49,7,3641.28,2,1,1,48947.89,0,1,0
15001313,631,38,1,108386.16,2,1,1,113018.48,1,1,0
15001314,744,39,10,231593.91,1,1,1,119166.71,1,1,0
15001315,646,56,3,88327.67,2,1,0,64611.45,0,0,0
15001316,600,53,1,29657.17,1,1,0,56125.91,0,1,1
15001317,686,25,2,10249.26,2,1,1,75391.51,1,0,0
15001318,583,61,5,12653.29,2,0,1,92214.07,0,0,0
15001319,589,49,10,39037.99,2,1,1,135021.92,1,2,0
15001320,601,36,9,50068.4,3,1,0,69208.86,0,1,0
15001321,648,44,7,25757.33,2,0,0,133108.11,1,0,0
15001322,642,49,4,48828.72,2,1,1,28170.63,0,2,0
15001323,488,29,5,75248.61,3,1,1,141574.82,0,0,0
15001324,674,54,2,6825.51,3,1,0,44649.66,0,1,0
15001325,701,53,5,59636.23,2,1,1,93629.57,0,2,0
15001326,506,20,2,17404.08,1,1,0,106604.57,0,1,1
15001327,647,53,6,250000.0,2,1,1,22604.96,1,1,0
15001328,521,23,3,29803.01,4,1,1,132147.66,0,0,0
15001329,714,62,0,1986.9,1,1,1,58778.1,1,1,1
15001330,850,56,10,2084.84,3,1,1,72081.87,1,1,0
15001331,567,20,5,8382.28,2,1,0,46930.31,1,1,0
15001332,730,32,3,250000.0,2,1,1,67457.76,1,1,0
15001333,483,59,7,32787.04,2,1,0,122120.36,0,0,0
15001334,584,49,10,22451.6,2,1,1,123366.89,0,1,0
15001335,574,34,1,2389.72,2,1,0,34674.9,0,1,0
15001336,480,24,1,58562.83,2,1,0,96456.59,0,0,0
15001337,661,31,2,73119.78,2,1,1,117207.45,1,0,0
15001338,543,23,7,1430.92,1,1,1,88317.72,1,1,1
15001339,659,36,7,17454.6,3,1,1,22031.45,1,0,0
15001340,694,18,1,26546.02,1,0,1,81616.33,1,2,0
15001341,655,61,1,89093.27,2,1,1,142682.72,0,1,0
15001342,636,55,3,170939.18,2,0,1,81935.67,1,1,0
15001343,709,42,4,37264.5,1,1,1,38454.74,1,0,0
15001344,625,58,1,8285.82,2,0,1,62887.33,1,0,0
15001345,652,38,8,72985.22,1,0,1,31764.27,1,2,0
15001346,487,34,2,18494.73,2,1,1,66786.74,1,1,0
15001347,642,37,0,250000.0,2,1,0,83296.76,0,1,0
15001348,630,34,2,29535.57,2,1,0,117456.27,0,1,0
15001349,484,64,0,57047.05,1,1,0,72577.15,1,0,1
15001350,639,30,1,6102.58,1,0,1,102535.1,1,1,1
15001351,468,61,2,10057.19,1,0,0,75322.0,1,2,1
15001352,606,28,1,13131.82,2,0,1,37659.57,0,0,0
15001353,604,61,4,1651.34,1,1,0,134872.77,1,1,1
15001354,552,33,0,10948.89,1,0,1,31254.57,1,2,0
15001355,675,62,2,4200.71,2,0,0,54275.12,0,0,1
15001356,850,57,4,47642.26,2,1,1,108922.96,1,1,0
15001357,686,42,1,115728.01,1,0,1,116340.19,0,2,0
15001358,738,49,0,35087.96,2,1,0,120694.91,1,1,0
15001359,732,24,1,51112.25,3,0,1,85059.44,1,2,0
15001360,717,34,3,13002.9,2,1,1,98748.86,0,2,0
15001361,766,22,1,24415.94,2,1,1,66837.2,1,1,0
15001362,570,26,5,8978.91,2,0,0,149951.79,0,1,1
15001363,640,25,1,77.03,1,1,0,108564.63,0,1,1
15001364,561,47,2,43460.28,3,1,1,42986.12,1,1,0
15001365,726,33,3,69968.89,1,1,1,138886.52,1,0,0
15001366,584,56,3,6470.52,2,1,0,58888.58,1,1,1
15001367,604,46,8,228802.42,2,1,1,76246.91,1,0,0
15001368,755,46,9,11937.36,3,1,1,21430.93,0,0,0
15001369,817,62,1,16274.98,3,1,0,82450.07,1,1,0
15001370,669,45,0,15259.12,1,1,0,102060.51,0,1,0
15001371,693,27,3,52576.36,1,1,1,142184.37,1,0,0
15001372,545,28,1,16832.55,2,1,1,118610.38,0,0,0
15001373,728,54,10,18893.07,2,1,1,106703.13,1,2,0
15001374,432,29,1,3571.83,1,1,0,47427.98,1,2,1
15001375,550,38,1,51153.4,2,1,0,59595.46,1,2,0
15001376,608,44,6,192860.27,4,0,1,121266.15,1,0,0
15001377,513,49,2,250000.0,3,1,1,28457.99,1,1,0
15001378,598,35,1,250000.0,2,0,1,139188.61,1,1,0
15001379,661,34,0,139606.03,2,1,1,77084.88,0,2,0
15001380,763,55,10,14028.22,2,0,1,31936.25,0,0,0
15001381,744,35,2,7765.7,2,1,1,65197.29,0,1,0
15001382,705,51,3,29837.13,2,1,1,45879.29,1,0,0
15001383,681,38,0,17172.35,3,1,1,68649.03,1,0,0
15001384,623,47,1,12562.78,1,0,1,96412.69,0,0,0
15001385,624,41,6,4556.04,2,1,1,66905.52,1,0,0
15001386,573,49,2,71556.07,2,1,0,134274.31,0,0,0
15001387,708,33,4,327.0,1,1,0,27544.41,0,0,1
15001388,753,55,0,7800.91,1,0,0,95332.25,0,0,0
15001389,600,33,1,38070.05,1,1,1,76468.14,1,0,0
15001390,529,57,0,31043.96,3,1,1,105237.01,0,0,0
15001391,631,67,0,2591.2,1,1,1,78536.96,1,1,1
15001392,700,59,5,6692.69,1,0,1,120078.51,0,0,0
15001393,558,48,1,7805.72,2,1,1,97156.76,1,2,0
15001394,586,43,1,4812.3,4,1,1,122083.3,0,2,0
15001395,605,32,1,4089.47,1,1,0,32024.38,0,0,1
15001396,576,33,2,31877.44,2,1,1,106453.12,1,1,0
15001397,700,58,10,88748.31,3,1,1,31752.37,0,1,0
15001398,619,37,0,84769.23,2,1,1,67769.98,1,2,0
15001399,754,39,3,66563.87,2,1,0,66447.21,0,2,0
15001400,726,51,1,4695.97,2,0,0,59357.78,1,0,1
15001401,654,39,0,204574.84,2,0,0,142636.95,1,0,0
15001402,555,45,1,6929.77,3,1,0,52910.23,0,2,0
15001403,608,32,1,92351.17,2,0,1,126520.76,1,0,0
15001404,588,36,2,20391.16,2,1,1,63788.78,0,0,0
15001405,660,34,10,3765.58,2,1,1,129056.13,1,1,0
15001406,598,31,1,30446.74,3,0,1,131071.65,1,0,0
15001407,613,23,1,27962.2,3,1,0,31843.5,0,0,0
15001408,670,30,0,23477.54,1,1,1,38974.39,0,0,0
15001409,709,53,10,250000.0,1,0,1,62015.74,1,0,0
15001410,604,22,2,5333.85,1,1,1,84524.97,0,1,1
15001411,794,45,0,3247.37,2,1,1,119474.53,0,0,0
15001412,510,45,1,72546.24,2,0,1,82981.31,0,0,0
15001413,698,58,0,78889.04,2,1,1,109503.41,0,0,0
15001414,680,48,5,15908.32,2,1,0,133922.08,1,0,0
15001415,671,59,1,565.91,1,0,0,74035.85,1,0,1
15001416,461,18,2,599.96,2,1,0,41759.79,1,2,1
15001417,632,56,1,83200.6,2,0,0,138620.03,1,0,0
15001418,727,43,1,114544.16,2,1,1,39272.94,0,1,0
15001419,717,46,10,4011.02,2,1,1,134319.87,0,2,0
15001420,565,36,10,8694.51,2,1,1,44040.22,1,1,0
15001421,614,49,8,34924.11,1,1,1,63251.79,0,1,0
15001422,636,44,4,44856.92,2,1,0,77983.38,0,0,0
15001423,722,48,8,48766.35,4,1,1,112346.38,0,0,0
15001424,588,42,0,64577.54,3,1,0,34223.99,0,1,0
15001425,584,47,3,17010.72,2,1,0,90364.3,1,1,0
15001426,673,42,1,250000.0,2,1,1,89255.36,0,2,0
15001427,396,41,1,31084.61,1,1,0,106476.48,0,0,0
15001428,788,40,2,32346.92,2,0,1,89059.14,1,1,0
15001429,603,39,9,15952.26,2,1,1,21595.36,0,1,0
15001430,636,29,1,19650.75,3,1,1,89217.83,0,0,0
15001431,642,34,4,3645.5,1,1,0,54707.43,0,2,1
15001432,443,31,1,25.87,1,0,0,45104.34,1,2,1
15001433,697,58,8,194682.57,1,0,1,93817.76,1,2,0
15001434,672,26,1,592.55,3,0,1,115861.47,1,1,1
15001435,350,19,0,11742.33,3,1,1,104817.28,1,0,1
15001436,644,48,1,16690.28,1,1,0,100415.49,0,2,0
15001437,537,40,0,10959.93,1,1,0,21162.01,0,1,0
15001438,503,49,2,3697.59,2,1,1,64286.17,0,1,0
15001439,563,52,4,214868.41,3,1,1,36188.16,0,1,0
15001440,653,28,1,6154.52,1,1,1,114431.1,0,1,0
15001441,649,36,4,168680.46,2,1,0,115507.92,0,2,0
15001442,592,34,1,9857.08,2,1,1,33461.85,1,2,0
15001443,667,41,8,87678.77,1,1,0,27471.92,1,1,0
15001444,585,45,3,8350.12,2,1,1,87706.96,0,0,0
15001445,524,33,0,1419.99,1,0,1,20755.19,0,1,1
15001446,756,40,10,15857.0,3,1,1,24242.0,1,2,0
15001447,583,24,2,250000.0,3,1,0,121433.39,0,2,1
15001448,580,27,5,78293.63,2,0,0,125542.59,1,2,0
15001449,560,18,2,2109.28,1,1,0,30176.0,1,1,1
15001450,646,34,4,9267.04,1,1,1,100107.02,0,2,0
15001451,718,33,5,6583.2,2,1,0,132274.69,0,1,0
15001452,647,29,7,22963.3,2,1,1,148246.87,1,0,0
15001453,538,51,0,25901.17,2,1,1,23348.52,0,0,0
15001454,766,19,2,4055.01,2,1,0,72421.44,0,0,0
15001455,669,47,1,17681.44,1,0,1,45935.21,1,2,0
15001456,589,31,10,11406.81,3,1,1,126618.19,1,0,0
15001457,661,43,0,134017.59,2,1,0,132071.82,1,0,0
15001458,695,41,9,18267.34,4,1,1,50142.92,0,1,0
15001459,706,29,2,102.0,2,0,1,70876.0,1,1,1
15001460,724,38,8,52692.05,2,1,0,139563.1,1,0,0
15001461,709,37,1,8547.26,1,1,0,132161.71,0,1,0
15001462,631,43,5,10914.22,1,1,1,134284.0,1,0,0
15001463,639,50,0,13836.15,1,1,1,129328.61,0,0,1
15001464,544,18,3,34620.99,1,1,0,72681.58,0,2,0
15001465,361,22,2,710.02,1,1,1,98460.21,0,0,1
15001466,673,21,1,1402.75,3,1,0,36617.06,0,1,1
15001467,632,38,5,136915.96,2,1,1,141747.71,0,1,0
15001468,559,55,10,49232.61,1,1,1,130710.3,0,0,0
15001469,558,56,0,1150.13,1,1,1,60865.6,0,2,1
15001470,639,41,5,7648.16,1,1,0,30936.7,0,1,0
15001471,598,40,9,8880.04,1,1,0,21842.45,1,1,0
15001472,705,31,3,6180.69,2,1,1,101912.16,1,1,0
15001473,561,40,2,108009.37,3,1,1,116103.43,1,2,0
15001474,562,51,0,4602.62,2,0,1,39087.01,1,1,1
15001475,778,59,6,250000.0,2,1,1,92938.23,1,1,0
15001476,850,47,2,33385.82,2,0,1,68621.98,1,2,0
15001477,712,41,10,38351.92,2,1,0,109914.95,0,1,0
15001478,692,23,5,64714.78,3,1,1,99782.89,1,0,0
15001479,517,50,0,161179.61,3,0,0,37579.17,1,0,1
15001480,656,44,6,250000.0,1,1,0,52147.5,1,0,0
15001481,530,22,5,229104.96,2,1,0,111397.57,0,0,0
15001482,658,45,6,19840.36,2,1,1,136437.3,0,0,0
15001483,646,49,6,1977.17,3,0,1,85711.91,0,2,0
15001484,771,38,4,3333.77,2,1,1,27211.05,1,2,0
15001485,614,26,3,869.12,1,1,0,91722.01,0,2,1
15001486,520,64,1,1997.19,2,0,0,132685.35,0,1,1
15001487,613,35,10,37359.58,2,1,1,137036.0,1,1,0
15001488,537,52,1,66297.37,1,1,0,42267.1,0,0,1
15001489,561,47,3,250000.0,1,1,1,96820.77,1,0,0
15001490,677,53,8,46755.39,2,0,1,103403.04,0,0,0
15001491,793,56,7,33942.1,2,1,1,133748.38,0,0,0
15001492,646,49,2,2429.63,2,1,1,73125.19,1,1,0
